CONSTITUENCY,WINNER,PARTY,STATE,YEAR
CHHINDWARA,ALKA KAMALNATH,INC,Madhya Pradesh,1996
BETUL,VIJAY KUMAR KHANDELWAL,BJP,Madhya Pradesh,1996
HOSHANGABAD,SARTAJ SINGH,BJP,Madhya Pradesh,1996
BHOPAL,SUSHIL CHANDRA,BJP,Madhya Pradesh,1996
VIDISHA,SHIVRAJ SINGH,BJP,Madhya Pradesh,1996
RAJGARH,LAXMAN SINGH,INC,Madhya Pradesh,1996
SHAJAPUR (SC),THAWARCHAND GEHLOT,BJP,Madhya Pradesh,1996
KHANDWA,NAND KUMAR SINGH CHOUHAN (NANDU BHAIYA),BJP,Madhya Pradesh,1996
KHARGONE,RAMESHWAR PATTIDHAR,BJP,Madhya Pradesh,1996
DHAR (ST),CHHATAR SINH DARBAR,BJP,Madhya Pradesh,1996
INDORE,SAU. SUMITRA MAHAJAN,BJP,Madhya Pradesh,1996
UJJAIN (SC),SATYANARIAN JATIYA,BJP,Madhya Pradesh,1996
JHABUA (ST),DILEEP SINGH BHURIA,INC,Madhya Pradesh,1996
MANDSAUR,LAXMINARIAN PANDEY,BJP,Madhya Pradesh,1996
RAJAPUR,SURESH PRABHU,SHS,Maharastra,1996
RATNAGIRI,ANANT GANGARAM GEETE,SHS,Maharastra,1996
KOLABA,ANTULAY ABDUL RAHIMAN A. GAFOOR,INC,Maharastra,1996
MUMBAI SOUTH,JAYAWANTIBEN MEHTA,BJP,Maharastra,1996
MUMBAI SOUTH CENTRAL,MOHAN VISHNU RAWALE,SHS,Maharastra,1996
MUMBAI NORTH CENTRAL,NARAYAN GAJANAN ATHAWALE,SHS,Maharastra,1996
MUMBAI NORTH EAST,PRAMOD MAHAJAN,BJP,Maharastra,1996
MUMBAI NORTH WEST,MADHUKAR SIRPOTDAR,SHS,Maharastra,1996
MUMBAI NORTH,RAM NAIK,BJP,Maharastra,1996
THANE,PARANJPE PRAKASH VISHWANATH,SHS,Maharastra,1996
DAHANU (ST),CHINTAMAN WANAGA,BJP,Maharastra,1996
NASHIK,GODASE RAJARAM PARASHRAM,SHS,Maharastra,1996
MALEGAON (ST),RAUT KACHARU BHAU,BJP,Maharastra,1996
DHULE (ST),BAGUL SAHEBRAO SUKRAM,BJP,Maharastra,1996
NANDURBAR (ST),GAVIT MANIKRAO HODLYA,INC,Maharastra,1996
ERANDOL,ANNASAHEB PATIL M.K.,BJP,Maharastra,1996
JALGAON,GUNWANTRAO RAMBHAU SARODE,BJP,Maharastra,1996
BULDHANA (SC),ADSUL ANANDRAO VITHOBA,SHS,Maharastra,1996
AKOLA,PHUNDKAR PANDURANG PUNDLIK,BJP,Maharastra,1996
WASHIM,GAWALI PUNDLIKRAO RAMJI,SHS,Maharastra,1996
AMRAVATI,GUDHE ANANTRAO MAHADEOAPPA,SHS,Maharastra,1996
RAMTEK,MEGHE DATTATRAY RAGHOBAJI,INC,Maharastra,1996
NAGPUR,BANWARILAL PUROHIT,BJP,Maharastra,1996
BHANDARA,PATEL PRAFUL MANOHARBHAI,INC,Maharastra,1996
CHIMUR,DIWATE NAMDEO HARBAJI,BJP,Maharastra,1996
CHANDRAPUR,AHIR HANSARAJ GANGARAM,BJP,Maharastra,1996
WARDHA,MUDE VIJAY ANNAJI,BJP,Maharastra,1996
YAVATMAL,RAJABHAU GANESHRAO THAKARE,BJP,Maharastra,1996
HINGOLI,MANE SHIVAJI GYANBARAO,SHS,Maharastra,1996
NANDED,KUNTURKAR GANGADHARRAO MOHANRAO DESHMUKH,INC,Maharastra,1996
PARBHANI,JADHAV SURESH RAMRAO,SHS,Maharastra,1996
JALNA,PAWAR UTTAMSING RAJDHARSING,BJP,Maharastra,1996
AURANGABAD,JAISWAL PRADEEP,SHS,Maharastra,1996
BEED,RAJANI ASHOKRAO PATIL,BJP,Maharastra,1996
LATUR,SHIVRAJ VISHWANATH PATIL,INC,Maharastra,1996
OSMANABAD (SC),KAMBLE SHIVAJI VITHALRAO,SHS,Maharastra,1996
SHOLAPUR,VALYAL LINGRAJ BALAIRAYYA,BJP,Maharastra,1996
PANDHARPUR (SC),THORAT SANDIPAN BHAGWAN,INC,Maharastra,1996
AHMEDNAGAR,MARUTI DEORAM ALIAS DADA PATIL SHELKE,INC,Maharastra,1996
KOPARGAON,BADADE BHIMRAO VISHNUJI,BJP,Maharastra,1996
KHED,SHERKAR NIVRUTTISHETH NAMDEO,INC,Maharastra,1996
PUNE,SURESH KALMADI,INC,Maharastra,1996
BARAMATI,PAWAR SHARADCHANDRA GOVINDRAO,INC,Maharastra,1996
SATARA,NAIK NIMBALKAR HINDURAO NILKANTHRAO,SHS,Maharastra,1996
KARAD,CHAVAN PRITHVIRAJ DAJISAHEB,INC,Maharastra,1996
SANGLI,PATIL MADAN VISHWANATH,INC,Maharastra,1996
ICHALKARANJI,AWADE KALLAPPA BABURAO,INC,Maharastra,1996
KOLHAPUR,GAIKWAD UDAYSINGRAO NANASAHEB,INC,Maharastra,1996
INNER MANIPUR,TH. CHAOBA,INC,Manipur,1996
OUTER MANIPUR (ST),MEIJINLUNG KAMSON,INC,Manipur,1996
SHILLONG,G.GILBERT SWELL,IND,Meghalaya,1996
TURA,PURNO AGITOK SANGMA,INC,Meghalaya,1996
MIZORAM (ST),SILVERA C.,INC,Mizoram,1996
NAGALAND,IMCHALEMBA,INC,Nagaland,1996
MAYURBHANJ (ST),SUSHILA TIRIYA,INC,Orissa,1996
BALASORE,KARTIK MOHAPATRA,INC,Orissa,1996
BHADRAK (SC),MURALIDHAR JENA,INC,Orissa,1996
JAJPUR (SC),ANCHAL DAS,JD,Orissa,1996
KENDRAPARA,SRIKANTA KUMAR JENA,JD,Orissa,1996
CUTTACK,BIJU PATNAIK,JD,Orissa,1996
JAGATSINGHPUR,RANJIB BISWAL,INC,Orissa,1996
PURI,PINAKI MISHRA,INC,Orissa,1996
BHUBANESWAR,SOUMYA RANJAN PATTNAIK,INC,Orissa,1996
ASKA,BIJU PATNAIK,JD,Orissa,1996
BERHAMPUR,P V NARASIMHA RAO,INC,Orissa,1996
KORAPUT (ST),GIRIDHARI GAMANG,INC,Orissa,1996
NOWRANGPUR (ST),KHAGAPATI PRADHANI,INC,Orissa,1996
KALAHANDI,BHAKTA CHARAN DAS,SAP,Orissa,1996
PHULBANI (SC),MRUTYUNJYA NAYAK,INC,Orissa,1996
BOLANGIR,SARAT PATTANAYAK,INC,Orissa,1996
SAMBALPUR,KRUPASINDHU BHOI,INC,Orissa,1996
DEOGARH,SRIBALLAV PANIGRAHI,INC,Orissa,1996
DHENKANAL,KAMAKHYA PRASAD SINGH DEO,INC,Orissa,1996
SUNDARGARH (ST),FRIDA TOPNO,INC,Orissa,1996
KEONJHAR (ST),MADHABA SARDAR,INC,Orissa,1996
GURDASPUR,SUKHBUNS KAUR,INC,Punjab,1996
AMRITSAR,RAGHNANDAN LAL BHATIA,INC,Punjab,1996
TARN TARAN,MAJOR SINGH UBOKE,SAD,Punjab,1996
JULLUNDUR,DARBARA SINGH,SAD,Punjab,1996
PHILLAUR (SC),HARBHAJAN LAKHA,BSP,Punjab,1996
HOSHIARPUR,KANSHI RAM,BSP,Punjab,1996
ROPAR (SC),BASANT SINGH,SAD,Punjab,1996
PATIALA,PREM SINGH CHANDUMAJRA,SAD,Punjab,1996
LUDHIANA,AMRIK SINGH ALIWAL,SAD,Punjab,1996
SANGRUR,SURJEET SINGH BARNALA,SAD,Punjab,1996
BHATINDA (SC),HARINDER SINGH KHALSA(NORWAY),SAD,Punjab,1996
FARIDKOT,SUKHBIR SINGH BADAL,SAD,Punjab,1996
FEROZEPUR,MOHAN SINGH,BSP,Punjab,1996
GANGANAGAR (SC),NIHAL CHAND,BJP,Rajasthan,1996
BIKANER,MAHENDER SINGH BHATI,BJP,Rajasthan,1996
CHURU,NARENDRA BUDANIYA,INC,Rajasthan,1996
JHUNJHUNU,SHEES RAM OLA,AIIC(T),Rajasthan,1996
SIKAR,HARI SINGH,INC,Rajasthan,1996
JAIPUR,GIRDHARI LAL BHARGAVA,BJP,Rajasthan,1996
DAUSA,RAJESH PILOT,INC,Rajasthan,1996
ALWAR,NAWAL KISHORE,INC,Rajasthan,1996
BHARATPUR,MAHARANI DIVYA SINGH,BJP,Rajasthan,1996
BAYANA (SC),GANGARAM,BJP,Rajasthan,1996
SAWAI MADHOPUR (ST),USHA DEVI,INC,Rajasthan,1996
AJMER,RASA SINGH RAWAT,BJP,Rajasthan,1996
TONK (SC),SHYAM LAL BANSHIWAL,BJP,Rajasthan,1996
KOTA,DAU DAYAL JOSHI,BJP,Rajasthan,1996
JHALAWAR,VASUNDHARA RAJE,BJP,Rajasthan,1996
BANSWARA (ST),TARACHAND BHAGORA,INC,Rajasthan,1996
SALUMBER (ST),BHERU LAL MEENA,INC,Rajasthan,1996
UDAIPUR,GIRIJA VYAS,INC,Rajasthan,1996
CHITTORGARH,JASWANT SINGH,BJP,Rajasthan,1996
BHILWARA,SUBHASH CHANDRA BAHERIYA,BJP,Rajasthan,1996
PALI,GUMANMAL LODHA,BJP,Rajasthan,1996
JALORE (SC),PARSA RAM MEGHWAL,INC,Rajasthan,1996
BARMER,SONA RAM,INC,Rajasthan,1996
JODHPUR,ASHOK GAHLOT,INC,Rajasthan,1996
NAGAUR,NATHURAM MIRDHA,INC,Rajasthan,1996
SIKKIM,BHIM PRASAD DAHAL,SDF,Sikkim,1996
MADRAS NORTH,SOMU N.V.N,DMK,Tamil Nadu,1996
MADRAS CENTRAL,MURASOLI MARAN,DMK,Tamil Nadu,1996
MADRAS SOUTH,BAALU T.R,DMK,Tamil Nadu,1996
SRIPERUMBUDUR (SC),NAGARATNAM.T,DMK,Tamil Nadu,1996
CHENGALPATTU,PARASURAMAN.K,DMK,Tamil Nadu,1996
ARAKKONAM,VELU.A.M,TMC(M),Tamil Nadu,1996
VELLORE,SHANMUGAM.P,DMK,Tamil Nadu,1996
TIRUPPATTUR,VENUGOPAL.D,DMK,Tamil Nadu,1996
VANDAVASI,BALARAMAN.L,TMC(M),Tamil Nadu,1996
TINDIVANAM,VENKATRAMAN G,DMK,Tamil Nadu,1996
CUDDALORE,VENKATESAN P.R.S,TMC(M),Tamil Nadu,1996
CHIDAMBARAM (SC),GANESAN V,DMK,Tamil Nadu,1996
DHARMAPURI,THEERTHARAMAN.P,TMC(M),Tamil Nadu,1996
KRISHNAGIRI,NARASIMHAN C,TMC(M),Tamil Nadu,1996
RASIPURAM (SC),KANDASAMY K,TMC(M),Tamil Nadu,1996
SALEM,DEVADASS.R,TMC(M),Tamil Nadu,1996
TIRUCHENGODE,K.P.RAMALINGAM,DMK,Tamil Nadu,1996
NILGIRIS,BALASUBRAMANIYAN S.R.,TMC(M),Tamil Nadu,1996
GOBICHETTIPALAYAM,SHANMUGASUNDARAM V.P,DMK,Tamil Nadu,1996
COIMBATORE,RAMANATHAN M.,DMK,Tamil Nadu,1996
POLLACHI (SC),KANDASAMY .V,TMC(M),Tamil Nadu,1996
PALANI,KAARVENDHAN .S.K,TMC(M),Tamil Nadu,1996
DINDIGUL,CHITTHAN.N.S.V.,TMC(M),Tamil Nadu,1996
MADURAI,RAM BABU A.G.S,TMC(M),Tamil Nadu,1996
PERIYAKULAM,GNANAGURUSAMY R,DMK,Tamil Nadu,1996
KARUR,NATRAYAN.K,TMC(M),Tamil Nadu,1996
TIRUCHIRAPPALLI,ADAIKKALRAJ.L,TMC(M),Tamil Nadu,1996
PERAMBALUR (SC),RAJA A,DMK,Tamil Nadu,1996
MAYILADUTURAI,RAJENDIRAN P.V,TMC(M),Tamil Nadu,1996
NAGAPATTINAM (SC),SELVARASU M,CPI,Tamil Nadu,1996
THANJAVUR,PALANIMANICKAM S.S,DMK,Tamil Nadu,1996
PUDUKKOTTAI,"SIVA,N.",DMK,Tamil Nadu,1996
SIVAGANGA,CHIDAMBARAM P.,TMC(M),Tamil Nadu,1996
RAMANATHAPURAM,"UDAYAPPAN, S.P.",TMC(M),Tamil Nadu,1996
SIVAKASI,"ALAGIRISAMY, V.",CPI,Tamil Nadu,1996
TIRUNELVELI,SIVAPRAKASAM D.S.A.,DMK,Tamil Nadu,1996
TENKASI (SC),"ARUNACHALAM, M.",TMC(M),Tamil Nadu,1996
TIRUCHENDUR,DHANUSKODI ATHITHAN R.,TMC(M),Tamil Nadu,1996
NAGERCOIL,DENNIS N.,TMC(M),Tamil Nadu,1996
TRIPURA WEST,BADAL CHOUDHURY,CPM,Tripura,1996
TRIPURA EAST (ST),BAJU BAN RIYAN,CPM,Tripura,1996
TEHRI GARHWAL,MANBENDER SHAH,BJP,Uttar Pradesh,1996
GARHWAL,SATPAL MAHARAJ,AIIC(T),Uttar Pradesh,1996
ALMORA,BACHI SINGH RAWAT,BJP,Uttar Pradesh,1996
NAINITAL,NARAYAN DUTT TIWARI,AIIC(T),Uttar Pradesh,1996
BIJNOR (SC),MANGAL RAM PREMI,BJP,Uttar Pradesh,1996
AMROHA,PRATAP SINGH,SP,Uttar Pradesh,1996
MORADABAD,SHAFIQUR RAHMAN WARQ,SP,Uttar Pradesh,1996
RAMPUR,BEGAM NURBANO ALIAS MEHTAB ZAMANI BEGUM,INC,Uttar Pradesh,1996
SAMBHAL,DHARMPAL YADAV ALIAS D.P.YADAV,BSP,Uttar Pradesh,1996
BUDAUN,SALIM IQBAL SHERVANI,SP,Uttar Pradesh,1996
AONLA,KUNWAR SARVRAJ SINGH,SP,Uttar Pradesh,1996
BAREILLY,SANTOSH KUMAR GANGWAR,BJP,Uttar Pradesh,1996
PILIBHIT,MANEKA GANDHI,JD,Uttar Pradesh,1996
SHAHJAHANPUR,RAM MURTHI SINGH,INC,Uttar Pradesh,1996
KHERI,GAINDANLAL KANAUJIYA,BJP,Uttar Pradesh,1996
SHAHABAD,ALIYAS AZMI,BSP,Uttar Pradesh,1996
SITAPUR,MUKHTAR ANIS,SP,Uttar Pradesh,1996
MISRIKH (SC),CHAUDHARY PARAGI LAL,BJP,Uttar Pradesh,1996
HARDOI (SC),JAIPRAKASH,BJP,Uttar Pradesh,1996
LUCKNOW,ATAL BIHARI VAJPAYEE,BJP,Uttar Pradesh,1996
MOHANLALGANJ (SC),PURNIMA VERMA,BJP,Uttar Pradesh,1996
UNNAO,DEVI BUX,BJP,Uttar Pradesh,1996
RAE BARELI,ASHOK SINGH S/O DEVENRA NATH SINGH,BJP,Uttar Pradesh,1996
PRATAPGARH,RAJKUMARI RATNA SINGH,INC,Uttar Pradesh,1996
AMETHI,SATISH SHARMA,INC,Uttar Pradesh,1996
SULTANPUR,DEVENDRA BAHADUR RAI,BJP,Uttar Pradesh,1996
AKBARPUR (SC),GHANSHYAM CHANDRA KHARWAR,BSP,Uttar Pradesh,1996
FAIZABAD,VINAY KATIYAR,BJP,Uttar Pradesh,1996
BARA BANKI (SC),RAM SAGAR,SP,Uttar Pradesh,1996
KAISERGANJ,BENI PRASAD VERMA,SP,Uttar Pradesh,1996
BAHRAICH,PADAM SEN CHAUDHARI,BJP,Uttar Pradesh,1996
BALRAMPUR,SATYADEV SINGH,BJP,Uttar Pradesh,1996
GONDA,KETKI DEVI SINGH,BJP,Uttar Pradesh,1996
BASTI (SC),SRIRAM CHAUHAN,BJP,Uttar Pradesh,1996
DOMARIAGANJ,BRIJ BHUSHAN TIWARI,SP,Uttar Pradesh,1996
KHALILABAD,SURENDRA YADAV,JD,Uttar Pradesh,1996
BANSGAON (SC),SUBHAWATI DEBI,SP,Uttar Pradesh,1996
GORAKHPUR,AVAIDYANATH,BJP,Uttar Pradesh,1996
MAHARAJGANJ,PANKAJ CHAUDHARY,BJP,Uttar Pradesh,1996
PADRAUNA,RAM NAGINA MISRA,BJP,Uttar Pradesh,1996
DEORIA,SHRIPRAKASH MANI,BJP,Uttar Pradesh,1996
SALEMPUR,HARIVANSH SAHAY,SP,Uttar Pradesh,1996
BALLIA,CHANDRA SHEKHAR,SAP,Uttar Pradesh,1996
GHOSI,KALAPNATH RAI,IND,Uttar Pradesh,1996
AZAMGARH,RAMA KANT YADAV,SP,Uttar Pradesh,1996
LALGANJ (SC),BALI RAM,BSP,Uttar Pradesh,1996
MACHHLISHAHR,RAM VILAS VEDDANTI,BJP,Uttar Pradesh,1996
JAUNPUR,RAJ KESHAR,BJP,Uttar Pradesh,1996
SAIDPUR (SC),VIDHYASAGAR,BJP,Uttar Pradesh,1996
GHAZIPUR,MANOJ,BJP,Uttar Pradesh,1996
CHANDAULI,ANAND RATNA MAURYA,BJP,Uttar Pradesh,1996
VARANASI,SHANKAR PRASAD JAISWAL,BJP,Uttar Pradesh,1996
ROBERTSGANJ (SC),RAMSHAKAL,BJP,Uttar Pradesh,1996
MIRZAPUR,PHULAN DEVI,SP,Uttar Pradesh,1996
PHULPUR,JANG BAHADUR SINGH PATEL,SP,Uttar Pradesh,1996
ALLAHABAD,MURLI MANOHAR JOSHI,BJP,Uttar Pradesh,1996
CHAIL (SC),AMRIT LAL BHARTI,BJP,Uttar Pradesh,1996
FATEHPUR,VISHAMBHAR PRATAP NISHAD,BSP,Uttar Pradesh,1996
BANDA,RAM SAJEEVAN SINGH,BSP,Uttar Pradesh,1996
HAMIRPUR,GANGA CHARAN RAJPUT,BJP,Uttar Pradesh,1996
JHANSI,RAJENDRA AGNIHOTRI,BJP,Uttar Pradesh,1996
JALAUN (SC),BHANU PRATAP SINGH,BJP,Uttar Pradesh,1996
GHATAMPUR (SC),KAMAL RANI,BJP,Uttar Pradesh,1996
BILHAUR,SHYAM BEHARI S/O BAIJ NATH,BJP,Uttar Pradesh,1996
KANPUR,JAGATVEER SINGH DRON,BJP,Uttar Pradesh,1996
ETAWAH,RAM SINGH SHAKYA,SP,Uttar Pradesh,1996
KANNAUJ,CHANDRA BHUSAN SINGH ALIAS MUNOO BABOO,BJP,Uttar Pradesh,1996
FARRUKHABAD,SWAMI SACCHIDANAND SAKSHI,BJP,Uttar Pradesh,1996
MAINPURI,MULAYAM SINGH YADAV,SP,Uttar Pradesh,1996
JALESAR,OM PAL SINGH NIGAR,BJP,Uttar Pradesh,1996
ETAH,MAHADEEPAK SINGH,BJP,Uttar Pradesh,1996
FIROZABAD (SC),PRABHUDAYAL KATHERIA,BJP,Uttar Pradesh,1996
AGRA,BHAGWAN SHANKAR RAWAT,BJP,Uttar Pradesh,1996
MATHURA,TEJ VEER SINGH,BJP,Uttar Pradesh,1996
HATHRAS (SC),KISHAN LAL DILER,BJP,Uttar Pradesh,1996
ALIGARH,SHEELA GAUTAM,BJP,Uttar Pradesh,1996
KHURJA (SC),ASHOK KUMAR PRADHAN,BJP,Uttar Pradesh,1996
BULANDSHAHR,CHATTAR PAL,BJP,Uttar Pradesh,1996
HAPUR,RAMESH CHAND TOMAR,BJP,Uttar Pradesh,1996
MEERUT,AMAR PAL SINGH,BJP,Uttar Pradesh,1996
BAGHPAT,AJIT SINGH,INC,Uttar Pradesh,1996
MUZAFFARNAGAR,SOHAN VEER,BJP,Uttar Pradesh,1996
KAIRANA,MUNAWWAR HASAN,SP,Uttar Pradesh,1996
SAHARANPUR,NAKLI SINGH,BJP,Uttar Pradesh,1996
HARDWAR (SC),HARPAL SATHI,BJP,Uttar Pradesh,1996
COOCH BEHAR (SC),AMAR ROY PRADHAN,FBL,West Bengal,1996
ALIPURDUARS (ST),JOACHIM BAXLA,RSP,West Bengal,1996
JALPAIGURI,JITENDRA NATH DAS,CPM,West Bengal,1996
DARJEELING,R B RAI,CPM,West Bengal,1996
RAIGANJ,SUBRATA MUKHERJEE,CPM,West Bengal,1996
BALURGHAT (SC),BARMAN RANEN,RSP,West Bengal,1996
MALDA,ABUL BARKAT ATAUL G K CHOUDHURY,INC,West Bengal,1996
JANGIPUR,MD. IDRIS ALI,INC,West Bengal,1996
MURSHIDABAD,MASUDAL HOSSAIN SYED,CPM,West Bengal,1996
BERHAMPORE,PRAMOTHES MUKHERJEE,RSP,West Bengal,1996
KRISHNAGAR,AJOAY MUKHOPADHYAY,CPM,West Bengal,1996
NABADWIP (SC),ASIM BALA,CPM,West Bengal,1996
BARASAT,CHITTA BASU,FBL,West Bengal,1996
BASIRHAT,AJAY CHAKRABORTY,CPI,West Bengal,1996
JOYNAGAR (SC),SANAT KUMAR MANDAL,RSP,West Bengal,1996
MATHURAPUR (SC),RADHIKA RANJAN PRAMANIK,CPM,West Bengal,1996
DIAMOND HARBOUR,SAMIK LAHIRI,CPM,West Bengal,1996
JADAVPUR,KRISHNA BOSE,INC,West Bengal,1996
BARRACKPORE,TARIT BARAN TOPDAR,CPM,West Bengal,1996
DUM DUM,NIRMAL KANTI CHATTERJEE,CPM,West Bengal,1996
CALCUTTA NORTH WEST,DEBI PROSAD PAL,INC,West Bengal,1996
CALCUTTA NORTH EAST,AJIT KUMAR PANJA,INC,West Bengal,1996
CALCUTTA SOUTH,MAMATA BANERJEE,INC,West Bengal,1996
HOWRAH,PRIYA RANJAN DAS MUNSI,INC,West Bengal,1996
ULUBERIA,HANNAN MOLLAH,CPM,West Bengal,1996
SERAMPORE,PRADIP BHATTACHARYA,INC,West Bengal,1996
HOOGHLY,RUPCHAND PAL,CPM,West Bengal,1996
ARAMBAGH,ANIL BASU,CPM,West Bengal,1996
PANSKURA,GEETA MUKHERJEE,CPI,West Bengal,1996
TAMLUK,JAYANTA BHATTACHARYA,INC,West Bengal,1996
CONTAI,SUDHIR GIRI,CPM,West Bengal,1996
MIDNAPORE,INDRAJIT GUPTA,CPI,West Bengal,1996
JHARGRAM (ST),RUPCHAND MURMU,CPM,West Bengal,1996
PURULIA,BIR SING MAHATO,FBL,West Bengal,1996
BANKURA,ACHARIA BASUDEB,CPM,West Bengal,1996
VISHNUPUR (SC),SANDHYA BAURI,CPM,West Bengal,1996
DURGAPUR (SC),SUNIL KHAN,CPM,West Bengal,1996
ASANSOL,HARADHAN ROY,CPM,West Bengal,1996
BURDWAN,BALAI RAY,CPM,West Bengal,1996
KATWA,MAHABOOB ZAHEDI,CPM,West Bengal,1996
BOLPUR,SOMNATH CHATTERJEE,CPM,West Bengal,1996
BIRBHUM (SC),RAMCHANDRA DOME,CPM,West Bengal,1996
ANDAMAN & NICOBAR ISLANDS,MANORANJAN BHAKTA,INC,Andaman and Nicobar,1996
CHANDIGARH,SATYA PAL JAIN,BJP,Chandigarh,1996
DADRA & NAGAR HAVELI (ST),DELKAR MOHANBHAI SANJIBHAI,INC,Dadra & Nagar Haveli,1996
DAMAN AND DIU,TANDEL GOPALBHAI KALYANBHAI,INC,Daman & Diu,1996
NEW DELHI,JAGMOHAN,BJP,Delhi NCR,1996
SOUTH DELHI,SUSHMA SWARAJ,BJP,Delhi NCR,1996
OUTER DELHI,KRISHAN LAL SHARMA,BJP,Delhi NCR,1996
EAST DELHI,"B.L. SHARMA ""PREM""",BJP,Delhi NCR,1996
CHANDNI CHOWK,JAI PARKASH AGARWAL,INC,Delhi NCR,1996
DELHI SADAR,VIJAY KUMAR GOEL,BJP,Delhi NCR,1996
KAROL BAGH (SC),MEIRA KUMAR,INC,Delhi NCR,1996
LAKSHADWEEP (ST),P M SAYEED,INC,Lakshadweep,1996
PONDICHERRY,M.O.H. FAROOK,INC,Pondicherry,1996
SRIKAKULAM,KINJARAPU YERRANNAIDU,TDP,Andhra Pradesh,1998
PARVATHIPURAM (ST),VIJAYA RAMARAJU SETRUCHARLA,TDP,Andhra Pradesh,1998
BOBBILI,KONDAPALLI PYDITHALLI NAIDU,TDP,Andhra Pradesh,1998
VISAKHAPATNAM,SUBBARAMI REDDY.T,INC,Andhra Pradesh,1998
BHADRACHALAM (ST),RAMAIAH SODE,CPI,Andhra Pradesh,1998
ANAKAPALLI,GURUNADHA RAO GUDIVADA,INC,Andhra Pradesh,1998
KAKINADA,KRISHNAMRAJU U.V.,BJP,Andhra Pradesh,1998
RAJAHMUNDRY,GIRAJALA VENKATA SWAMY NAIDU,BJP,Andhra Pradesh,1998
AMALAPURAM (SC),GANTI MOHANA CHANDRA BALAYOGI,TDP,Andhra Pradesh,1998
NARASAPUR,KANUMURU BAPI RAJU,INC,Andhra Pradesh,1998
ELURU,MAGANTI VENKATESWARA RAO (BABU),INC,Andhra Pradesh,1998
MACHILIPATNAM,KAVURU SAMBASIVA RAO,INC,Andhra Pradesh,1998
VIJAYAWADA,UPENDRA PARVATHANENI,INC,Andhra Pradesh,1998
TENALI,P.SHIV SHANKER,INC,Andhra Pradesh,1998
GUNTUR,RAYAPATI SAMBASIVA RAO,INC,Andhra Pradesh,1998
BAPATLA,JANARDHANA REDDY NEDURUMALLI,INC,Andhra Pradesh,1998
NARASARAOPET,KONIJETI ROSAIAH,INC,Andhra Pradesh,1998
ONGOLE,MAGUNTA SREENIVASULU REDDY,INC,Andhra Pradesh,1998
NELLORE (SC),PANABAKA LAKSHMI,INC,Andhra Pradesh,1998
TIRUPATHI (SC),CHINTHA MOHAN,INC,Andhra Pradesh,1998
CHITTOOR,NUTHANAKALVA RAMAKRISHNA REDDY,TDP,Andhra Pradesh,1998
RAJAMPET,ANNAIAHGARI SAI PRATAP,INC,Andhra Pradesh,1998
CUDDAPAH,Y.S.RAJASEKHAR REDDY,INC,Andhra Pradesh,1998
HINDUPUR,S.GANGADHAR,INC,Andhra Pradesh,1998
ANANTAPUR,ANANTHA VENKATARAMI REDDY,INC,Andhra Pradesh,1998
KURNOOL,KOTLA VIJAYA BHASKARA REDDY,INC,Andhra Pradesh,1998
NANDYAL,BHUMA NAGI REDDY,TDP,Andhra Pradesh,1998
NAGARKURNOOL (SC),DR.MALLU RAVI,INC,Andhra Pradesh,1998
MAHABUBNAGAR,S.JAIPAL REDDY,JD,Andhra Pradesh,1998
HYDERABAD,SULTAN SALAHUDDIN OWAISI,AIMIM,Andhra Pradesh,1998
SECUNDERABAD,BANDARU DATTATREYA,BJP,Andhra Pradesh,1998
SIDDIPET (SC),MALYALA RAJAIAH,TDP,Andhra Pradesh,1998
MEDAK,M.BAGA REDDY,INC,Andhra Pradesh,1998
NIZAMABAD,GANGAREDDY GADDAM,TDP,Andhra Pradesh,1998
ADILABAD,DR.S.VENUGOPALA CHARY,TDP,Andhra Pradesh,1998
PEDDAPALLI (SC),C. SUGUNA KUMARI,TDP,Andhra Pradesh,1998
KARIMNAGAR,CHENNAMANENI VIDYASAGAR RAO,BJP,Andhra Pradesh,1998
HANAMKONDA,CHADA SURESH REDDY,TDP,Andhra Pradesh,1998
WARANGAL,AZMEERA CHANDULAL,TDP,Andhra Pradesh,1998
KHAMMAM,NADENDLA BHASKAR RAO,INC,Andhra Pradesh,1998
NALGONDA,SURAVARAM SUDHAKAR REDDY,CPI,Andhra Pradesh,1998
MIRYALGUDA,BADDAM NARSIMHA REDDY,INC,Andhra Pradesh,1998
ARUNACHAL WEST,OMAK APANG,AC,Arunachal Pradesh,1998
ARUNACHAL EAST,WANGCHA RAJKUMAR,AC,Arunachal Pradesh,1998
KARIMGANJ (SC),NEPAL CHANDRA DAS,INC,Assam,1998
SILCHAR,KABINDRA PURKAYASTHA,BJP,Assam,1998
AUTONOMOUS DISTRICT (ST),DR. JAYANTA RONGPI,ASDC,Assam,1998
DHUBRI,ABDUL HAMID,INC,Assam,1998
KOKRAJHAR (ST),SANSUMA KHUNGGUR BWISWMUTHIARY,IND,Assam,1998
BARPETA,A.F.GOLAM OSMANI,UMFA,Assam,1998
GAUHATI,BHUBANESWAR KALITA,INC,Assam,1998
MANGALDOI,MADHAB RAJBANGSHI,INC,Assam,1998
TEZPUR,MONI KUMAR SUBBA,INC,Assam,1998
NOWGONG,NRIPEN GOSWAMI,INC,Assam,1998
KALIABOR,TARUN GOGOI,INC,Assam,1998
JORHAT,BIJOY KRISHNA HANDIQUE,INC,Assam,1998
DIBRUGARH,PABAN SINGH GHATOWAR,INC,Assam,1998
